Street,FA,Count of Uid,Lat,Lng
1 14th Street,FA1,1,"407,527,336","-740,239,986"
1 Hermann Park Court,Houston FA 1,4,"297,103,595","-953,818,031"
1 Hudson Yards,FA16,1,"407,532,831","-740,009,541"
1 Lincoln Center Plaza,FA12,1,"407,710,634","-739,818,835"
1 Lincoln Plaza,FA12,1,"407,716,306","-739,818,817"
1 Main Street,FA8,14,"407,033,995","-739,904,851"
1 N 4th Pl,Mitch,39,"407,197,532","-739,648,735"
1 North 4th Place,Mitch,2,"407,198,617","-739,645,622"
1 North 4th Street,Mitch,3,"407,193,007","-739,640,252"
1 River Pl,FA10,34,"407,611,424","-740,003,114"
1 River Pl,FA16,9,"407,611,424","-740,003,114"
1 S 1st st,Mitch,11,"407,157,267","-73,966,546"
1 University Pl,FA16,16,"407,308,738","-739,952,212"
1 University Pl,Mitch,3,"407,308,738","-739,952,212"
1 W St,FA6,3,"40,705,242","-740,161,235"
1 W St,FA12,2,"40,705,242","-740,161,235"
1 W St,FA16,14,"40,705,242","-740,161,235"
1 W St,Mitch,74,"40,705,242","-740,161,235"
1 Wall Street,Mitch,4,"407,071,061","-740,118,801"
1- 10 56th Avenue,Mitch,1,"407,395,277","-739,611,742"
1-50 50th Ave,FA5,1,"407,434,794","-739,590,478"
1-50 50th Ave,Mitch,16,"407,434,794","-739,590,478"
2 12th Street,FA1,2,"407,508,262","-740,244,874"
2 14th St,FA1,2,"407,530,199","-740,240,663"
2 Ash Street,FA2,13,"407,141,073","-74,056,719"
2 Constitution Court,FA16,1,"407,521,593","-740,241,534"
2 Gold St,Mitch,124,"407,074,723","-740,068,304"
2 Marine View Plaza,FA16,1,"407,399,824","-740,285,951"
2 Mount Morris Park West,Mitch,1,"40,803,896","-739,461,977"
2 North 6th Pl,Mitch,14,"407,208,165","-739,631,383"
2 North 6th Street,Mitch,8,"407,208,382","-73,963,485"
2 Northside Piers,Mitch,1,"407,196,518","-73,964,024"
2 River Terrace,FA16,3,"407,153,643","-7,401,597"
2 River Terrace,Mitch,6,"407,153,643","-7,401,597"
2 South End Ave,FA16,2,"407,078,381","-740,174,577"
2 Washingthon St,Mitch,2,"40,705,538","-74,015,579"
2 Washington Square Village,FA8,1,"407,282,871","-739,964,456"
2-01 50th Ave,Mitch,33,"407,439,708","-73,958,493"
2-01 50th Avenue,FA5,3,"40,743,919","-739,584,552"
2-01 50th Avenue,Mitch,2,"40,743,919","-739,584,552"
2-17 51st Ave,Mitch,5,"407,428,814","-739,578,406"
3 Stuyvesant Oval,Mitch,1,"407,313,468","-739,791,169"
3 Washington Square North,FA8,1,"407,310,854","-739,956,456"
4 Beacon Way,FA11,1,"407,231,243","-740,638,668"
4 East 14th Street,Mitch,1,"407,358,307","-73,993,496"
4 Stuyvesant Oval,Mitch,1,"407,319,605","-739,787,064"
4 Stuyvesant Street,Mitch,1,"40,729,789","-73,989,328"
4 Washington Square Village,Mitch,1,"407,269,406","-739,966,687"
4-74 48th Ave,Mitch,1,"407,442,003","-739,568,378"
4-75 48th Ave,FA5,3,"407,448,909","-739,568,403"
5-10 115th Street,FA11,1,"407,904,047","-738,521,521"
5-24 50th Avenue,Mitch,1,"407,427,642","-739,555,561"
6 Burns Street,FA3,4,"407,195,649","-738,462,185"
7 Peter Cooper Road,Mitch,7,"407,345,317","-739,752,721"
7 Stuyvesant Oval,Mitch,1,"40,732,088","-73,979,402"
8 Peter Cooper Road,Mitch,9,"407,340,466","-739,752,499"
8 Spruce St,Mitch,15,"407,110,926","-740,056,438"
10 Avenue P,FA11,2,"406,067,092","-739,878,838"
10 Barclay St,Mitch,5,"407,122,236","-740,091,061"
10 Confucius Plaza,Mitch,1,"407,149,415","-739,962,865"
10 Hanover Square,FA8,2,"407,046,069","-740,088,274"
10 Hanover Square,Mitch,84,"407,046,069","-740,088,274"
10 Huron Ave,Mitch,8,"407,363,974","-740,616,193"
10 Liberty St,Mitch,22,"407,073,488","-740,082,765"
10 Provost St,FA11,7,"407,202,811","-740,387,351"
10 Regent St,FA3,2,"407,155,004","-740,465,834"
10 Strathmore Road,Mitch,1,"423,359,305","-711,456,175"
10-03 48th Avenue,Mitch,1,"407,441,731","-739,531,111"
10-15 48th Avenue,Mitch,1,"40,744,157","-73,952,797"
10-49 48th Avenue,Mitch,1,"407,439,319","-73,951,778"
11 Avenue at Port Imperial,Mitch,1,"407,841,296","-740,043,247"
11 Hanover Square,Mitch,1,"407,052,795","-740,088,649"
11 West 118th Street,FA11,1,"408,025,669","-739,463,837"
11-13 46th Ave,Mitch,1,"407,464,866","-739,495,766"
11-15 46th Road,Mitch,1,"407,458,263","-739,499,465"
13 Palmetto Street,Mitch,2,"406,895,623","-739,210,906"
15 Carbon Place,FA11,16,"40,712,444","-740,931,483"
15 Cliff St,Mitch,22,"407,084,008","-740,056,138"
15 Hudson Yards,FA16,1,"407,537,586","-74,003,221"
15 Park Row,Mitch,36,"407,113,242","-74,007,856"
15 Stuyvesant Oval,Mitch,5,"40,732,706","-739,791,012"
15 W 72nd St,Mitch,1,"407,768,638","-73,977,033"
15 Warren Street,Mitch,13,"407,117,198","-740,403,858"
15 William St,Mitch,51,"407,052,538","-740,103,402"
16 Chauncy St,Mitch,1,"423,794,742","-711,223,384"
16 Park Street,Mitch,1,"406,993,866","-739,382,953"
16 Stuyvesant Oval,Mitch,11,"407,315,493","-73,975,787"
16 West 123rd Street,Mitch,1,"408,059,637","-739,457,108"
17 Avenue at Port Imperial,FA3,1,"40,782,749","-740,053,472"
17 Avenue at Port Imperial,FA14,1,"40,782,749","-740,053,472"
17 Judge Street,FA10,1,"40,713,338","-73,940,686"
17 South William Street,Mitch,1,"407,044,548","-7,401,048"
17 Vandalia Avenue,Mitch,1,"406,499,128","-738,874,958"
18 Melrose Street,Mitch,1,"406,977,401","-73,935,454"
19 Dutch Street,FA16,4,"407,098,279","-740,072,893"
19 Dutch Street,Mitch,36,"407,098,279","-740,072,893"
19 East 18th Street,Mitch,1,"406,508,708","-739,632,201"
19 Maujer Street,FA9,1,"407,104,663","-739,505,378"
19 Spencer Place,Mitch,1,"40,681,396","-73,954,191"
19 Stuyvesant Oval,Mitch,3,"407,325,141","-73,977,896"
19 Washington Street,Mitch,1,"407,057,176","-740,151,523"
20 Beacon Way,FA11,5,"407,225,635","-740,647,227"
20 Broad Street,Mitch,1,"407,067,854","-740,113,571"
20 Broadway,Mitch,5,"407,105,523","-739,680,875"
20 Confucius Plaza,Mitch,14,"407,142,161","-739,971,182"
20 Exchange Pl,Mitch,78,"407,055,048","-740,096,559"
20 Newport Pkwy,Mitch,1,"407,292,886","-740,326,076"
20 Pine St,Mitch,6,"407,075,665","-740,096,766"
20 Prince Street,FA16,1,"407,226,285","-739,945,497"
20 River Ct,FA11,16,"407,274,724","-740,316,842"
20 River Ct,Mitch,1,"407,274,724","-740,316,842"
20 Snyder Avenue,FA3,1,"406,483,686","-739,574,276"
20 Stuyvesant Oval,Mitch,4,"407,322,297","-739,765,145"
20 West 20th Street,FA16,2,"407,400,486","-739,925,139"
20 West 64th Street,FA12,15,"407,713,091","-739,805,769"
20 West St,FA16,13,"40,706,541","-740,158,244"
20-36 Himrod Street,Mitch,1,"407,102,255","-739,093,097"
21 S End Ave,FA16,4,"407,081,291","-740,177,891"
21 Stuyvesant Oval,Mitch,5,"407,327,205","-739,781,976"
21 W St,FA16,14,"407,063,636","-74,015,617"
21 West End Avenue,FA10,1,"407,729,122","-739,906,177"
22 Duncan Avenue,FA2,5,"407,244,902","-740,709,064"
22 N 6th St,Mitch,23,"407,201,397","-7,396,342"
23 University Place Boulevard,FA2,36,"407,112,756","-740,941,722"
23 West 123rd Street,Mitch,1,"408,064,401","-739,456,949"
24 Beacon Way,FA11,1,"407,225,666","-740,632,282"
24 Cook Street,FA8,2,"40,702,036","-73,943"
24 Magnet St,Mitch,1,"408,831,143","-731,343,567"
25 Avenue at Port Imperial,FA14,1,"407,797,127","-740,098,779"
25 Broad Street,Mitch,26,"407,060,521","-740,110,566"
25 Christopher Columbus Dr.,FA3,3,"407,176,405","-740,385,498"
25 Christopher Columbus Dr.,FA8,30,"407,176,405","-740,385,498"
25 Northeast 2nd Street,Dallas FA 1,1,"25,776,339","-80,193,213"
25 Park Lane S,FA8,2,"407,308,888","-740,303,439"
25 River Dr S,FA15,2,"407,270,924","-740,326,057"
25 Washington St,FA8,9,"407,035,964","-739,888,985"
26 Broadway,Mitch,5,"407,105,278","-739,679,151"
26 Cook Street,Mitch,1,"40,702,044","-7,394,291"
26 Gold Street,Mitch,1,"409,449,685","-738,983,435"
26 University Place Boulevard,FA2,31,"407,118,408","-740,927,728"
26 University Place Boulevard,FA11,7,"407,118,408","-740,927,728"
27 Barker Avenue,Mitch,1,"410,355,789","-737,690,678"
27 North 6th Street,Mitch,5,"40,720,197","-739,626,149"
27-17 42nd Rd,FA11,1,"407,492,382","-739,398,856"
28 Roebling Street,Mitch,1,"407,177,995","-739,538,441"
29 Cliff St,Mitch,11,"407,085,183","-740,051,876"
29 Davenport Avenue,Mitch,1,"4,090,515","-73,772,206"
29 South 3rd Street,Mitch,3,"407,138,954","-739,663,596"
29 West 138th Street,Mitch,5,"408,151,338","-739,367,628"
29-22 Northern Boulevard,FA5,6,"407,493,967","-739,361,199"
29-22 Northern Boulevard,Mitch,9,"407,493,967","-739,361,199"
30 Bay 29th Street,FA3,2,"406,019,346","-73,995,445"
30 Mount Morris Park West,Mitch,2,"408,057,703","-73,945,052"
30 Newport Pkwy,FA11,1,"407,297,358","-740,336,447"
30 Regent St,FA2,13,"407,153,908","-740,475,001"
30 River Court,FA11,28,"407,276,933","-740,308,221"
30 W St,Mitch,1,"40,706,342","-740,169,905"
31 River Court,FA11,34,"407,270,237","-740,308,635"
31 River Court,Mitch,2,"407,270,237","-740,308,635"
31-35 Crescent Street,FA11,1,"407,645,638","-739,266,592"
32 Monroe Street,Mitch,4,"407,114,442","-739,947,546"
33 Bond Street,FA16,1,"406,883,492","-73,983,241"
33 Bowery,Mitch,8,"407,148,927","-739,964,194"
33 Gold St,Mitch,37,"407,090,362","-740,058,263"
33 Hudson Street,Mitch,6,"407,132,165","-740,356,132"
33 N Street Northeast,FA11,1,"389,070,287","-770,077,755"
33 University Place Boulevard,FA2,26,"407,117,638","-740,945,839"
34 Belvidere Street,FA8,1,"406,989,231","-739,364,162"
34 Berry St,Mitch,7,"407,212,202","-739,564,559"
34 Monroe Street,Mitch,1,"407,113,708","-739,951,361"
34 North 6th Street,Mitch,11,"407,199,971","-73,962,886"
34-41 78th Street,FA3,5,"407,521,519","-738,882,615"
34-58 74th Street,FA3,2,"407,512,222","-738,923,406"
35 Commercial Street,Mitch,1,"407,367,541","-739,579,909"
35 Hudson St,Mitch,8,"407,133,378","-740,355,594"
35 Mount Morris Park West,Mitch,2,"408,062,346","-739,446,611"
35 Seacoast Terrace,FA14,1,"405,768,442","-739,563,774"
35 Seacoast Terrace,Mitch,1,"405,768,442","-739,563,774"
35-06 73rd Street,FA3,3,"40,750,607","-73,893,266"
35-16 76th Street,FA3,6,"407,503,923","-73,890,364"
35-30 73rd Street,FA3,3,"407,499,423","-738,930,947"
35-36 76th Street,FA3,1,"40,750,687","-73,890,469"
35-55 73rd Street,FA3,6,"407,495,987","-73,892,582"
35-63 80th Street,Mitch,4,"407,498,655","-738,861,031"
36 Monroe Street,Mitch,1,"407,113,819","-739,944,303"
37 Wall St,FA16,6,"4,070,655","-740,101,357"
37 Wall St,Mitch,39,"4,070,655","-740,101,357"
37-09 75th Street,FA4,1,"407,487,839","-738,906,299"
37-09 75th Street,Mitch,1,"407,487,839","-738,906,299"
37-10 76th Street,FA3,2,"407,488,033","-738,901,629"
38 Monroe Street,Mitch,3,"407,110,722","-739,944,729"
38 Roebling St,Mitch,12,"407,177,319","-739,538,029"
39-65 52nd St,FA3,1,"407,467,824","-739,119,505"
39-88 49th Street,FA3,4,"407,466,529","-739,153,164"
40 Oak Street,FA2,2,"407,273,411","-739,596,756"
40 South 9th Street,Mitch,1,"407,089,649","-739,678,051"
40 Times Farm Road,Mitch,1,"417,610,796","-723,939,351"
41 Kew Gardens Road,FA3,5,"407,128,039","-738,292,257"
41 River Terrace,Mitch,15,"407,181,954","-740,148,297"
41-00 43rd Avenue,FA3,3,"40,745,188","-739,225,566"
41-06 50th Street,FA3,7,"407,459,075","-739,146,113"
41-15 44th Street,FA3,5,"407,461,799","-739,197,301"
41-15 46th Street,FA3,3,"407,459,833","-739,178,541"
41-41 41st Street,FA3,2,"407,457,882","-739,227,095"
41-41 46th Street,FA3,8,"4,074,517","-73,917,995"
41-42 42nd Street,FA3,4,"407,458,332","-739,222,449"
41-42 50th Street,FA3,1,"407,450,095","-739,147,681"
41-46 50th Street,FA3,4,"407,448,038","-73,914,804"
42-12 28th St,Mitch,3,"407,495,077","-739,396,101"
42-12 28th Street,Mitch,12,"407,495,185","-739,394,661"
42-15 43rd Avenue,FA3,5,"407,456,471","-739,215,614"
43-05 44th Street,FA3,2,"407,447,959","-739,199,976"
43-06 45th Street,FA3,4,"40,744,718","-73,919,604"
43-06 46th Street,FA3,4,"407,446,035","-73,918,557"
43-07 42nd Street,FA3,4,"407,449,693","-739,218,058"
43-09 47th Avenue,FA3,4,"407,416,449","-739,213,149"
43-10 44th Street,FA3,5,"407,447,697","-739,205,321"
43-15 46th Street,FA3,5,"40,744,202","-739,181,816"
43-17 48th Street,FA3,4,"40,744,184","-739,162,855"
43-30 46th Street,FA3,2,"407,439,958","-739,187,642"
43-30 48th Street,FA3,4,"407,437,984","-739,169,074"
43-33 46th Street,FA3,3,"407,437,753","-739,183,067"
43-33 48th Street,FA3,8,"407,436,341","-73,916,415"
43-34 49th Street,FA3,4,"407,435,974","-73,916,004"
44 Washington Street,Mitch,1,"407,115,944","-740,384,287"
44-15 43rd Avenue,FA3,8,"407,453,498","-739,195,923"
44-28 Purves St,Mitch,10,"407,464,881","-739,411,715"
44-44 Purves Street,Mitch,1,"407,462,091","-739,409,424"
45 Kew Gardens Road,FA3,10,"407,125,581","-738,289,149"
45 River Dr S,FA3,1,"40,728,265","-74,033,484"
45 River Dr S,Mitch,3,"40,728,265","-74,033,484"
45 Wall Street,Mitch,77,"407,064,044","-740,098,337"
45-35 44th Street,FA3,15,"407,423,171","-739,205,094"
46 South 2nd Street,Mitch,5,"407,143,731","-73,966,159"
46-09 11th Street,Mitch,2,"407,460,469","-739,501,676"
46-20 11th Street,Mitch,10,"407,459,366","-739,508,193"
46-42 43rd Street,FA3,1,"407,412,316","-739,219,525"
47-09 Skillman Avenue,FA3,6,"407,465,578","-739,165,657"
47-33 5th Street,Mitch,12,"40,744,933","-73,955,537"
47-44 Vernon Boulevard,Mitch,1,"407,443,481","-739,538,105"
48-36 44th Street,FA3,1,"40,738,513","-739,218,926"
49-15 Skillman Avenue,FA3,3,"407,463,537","-739,147,246"
49-60 194th Street,FA8,1,"407,495,607","-737,860,291"
50 Battery Pl,FA16,2,"407,066,593","-740,179,414"
50 Battery Pl,Mitch,17,"407,066,593","-740,179,414"
50 Bayard Street,Mitch,19,"407,154,053","-739,972,051"
50 Bloomfield Street,FA1,1,"407,360,919","-740,325,184"
50 Christopher Columbus Drive,FA3,2,"407,187,243","-740,392,659"
50 Christopher Columbus Drive,Mitch,19,"407,187,243","-740,392,659"
50 North 5th Street,Mitch,1,"407,185,648","-739,622,842"
50 Regent St,Mitch,16,"407,156,305","-74,048,321"
50 W 34th St,FA1,1,"407,494,946","-739,874,055"
50 W 34th St,FA3,11,"407,494,946","-739,874,055"
50-05 43rd Avenue,FA3,7,"407,446,872","-739,142,715"
50-41 Newtown Road,FA11,1,"407,534,988","-739,101,301"
52 Canal Circle,FA2,15,"407,149,364","-740,642,522"
52-56 2nd Street,Mitch,2,"407,416,176","-739,593,215"
52A Broadway,Mitch,1,"407,105,167","-739,672,041"
53 Broadway,Mitch,18,"407,107,645","-739,663,357"
54 Noll St,FA8,4,"407,004,678","-739,336,493"
55 Fulton Street,Mitch,1,"407,087,823","-740,046,268"
55 North 1st Street,Mitch,1,"40,716,803","-73,964,529"
55 Suffolk Street,Mitch,16,"407,170,167","-739,874,699"
55-05 Woodside Avenue,Mitch,12,"40,747,018","-739,084,583"
56 Beacon Way,FA11,1,"407,214,899","-740,639,602"
56 Pine Street,Mitch,1,"407,068,323","-740,083,798"
56- 27 2nd Street,Mitch,22,"407,386,432","-73,960,714"
58 West 87th Street,FA16,1,"407,869,081","-739,710,559"
59-17 Junction Boulevard,FA3,9,"407,348,129","-738,644,934"
60 Broadway,Mitch,17,"407,102,929","-739,660,133"
60 Division Avenue,Mitch,3,"407,068,581","-739,660,636"
60 E 9th St,FA6,4,"407,312,988","-739,924,901"
60 E 9th St,FA16,6,"407,312,988","-739,924,901"
60 East 8th Street,FA6,1,"4,073,058","-739,931,058"
60 East 8th Street,FA16,6,"4,073,058","-739,931,058"
60 South 8th Street,Mitch,19,"407,096,502","-739,671,697"
60-20C 194th Street,FA8,1,"407,411,868","-737,826,177"
61-35 98th St,FA8,1,"407,343,409","-73,859,014"
61-35 98th St,FA11,1,"407,343,409","-73,859,014"
61-40 Saunders Street,FA4,1,"407,309,944","-738,677,292"
61-40 Saunders Street,FA11,3,"407,309,944","-738,677,292"
61-41 Saunders Street,FA4,1,"407,313,926","-738,674,626"
61-41 Saunders Street,FA11,7,"407,313,926","-738,674,626"
62 West 124th Street,Mitch,3,"40,806,555","-73,945,286"
62-10 99th Street,FA4,1,"40,734,643","-7,385,847"
62-10 99th Street,FA11,4,"40,734,643","-7,385,847"
62-11 108th Street,FA11,10,"407,367,267","-738,512,349"
62-27 108th Street,FA11,1,"407,350,479","-738,509,858"
62-59 108th Street,FA11,5,"407,354,333","-738,504,953"
62-60 99th Street,FA8,33,"407,330,762","-738,579,167"
62-60 99th Street,Mitch,1,"407,330,762","-738,579,167"
62-60 108th Street,FA11,3,"4,073,519","-73,851,106"
62-64 Saunders Street,FA11,2,"40,730,571","-73,866,925"
62-65 Saunders Street,FA4,4,"407,309,277","-738,665,616"
62-65 Saunders Street,FA11,5,"407,309,277","-738,665,616"
62-82 Saunders Street,FA11,3,"407,304,313","-738,664,444"
62-95 Saunders Street,FA4,4,"4,073,045,075","-738,653,202"
62-95 Saunders Street,FA11,2,"407,305,284","-738,655,016"
62-98 Saunders Street,FA4,2,"407,300,859","-738,656,666"
62-98 Saunders Street,FA11,2,"407,300,859","-738,656,666"
63 Avenue A,FA4,1,"407,249,531","-739,848,199"
63 Roebling Street,Mitch,15,"407,167,728","-739,542,167"
63 Wall St,FA2,21,"407,058,501","-740,088,264"
63 Wall St,Mitch,22,"407,058,501","-740,088,264"
63- 60 102nd Street,FA11,7,"407,321,173","-738,540,092"
63- 60 102nd Street,Mitch,1,"407,321,173","-738,540,092"
63-07 Saunders Street,FA11,6,"407,301,785","-738,647,404"
63-09 108th Street,FA11,1,"407,345,815","-738,502,321"
63-25 Saunders Street,FA4,1,"407,299,014","-738,640,403"
63-25 Saunders Street,FA11,3,"407,299,014","-738,640,403"
63-45 Saunders Street,FA4,2,"407,297,629","-73,863,454"
63-45 Saunders Street,FA11,2,"407,297,629","-73,863,454"
63-61 Yellowstone Boulevard,FA11,1,"40,732,807","-738,516,255"
63-84 Saunders Street,FA12,1,"407,288,609","-738,620,987"
63-89 Saunders Street,FA12,1,"407,292,061","-738,619,647"
63-109 Saunders Street,FA11,1,"407,289,367","-738,611,584"
64 Division Avenue,Mitch,2,"407,070,863","-739,658,187"
64-02A 192nd Street,FA8,1,"40,738,785","-737,825,031"
64-05 186th Lane,FA8,1,"407,386,997","-73,786,732"
64-05 Booth Street,FA4,1,"40,728,369","-73,861,815"
64-11 99th Street,FA11,4,"407,307,795","-738,556,067"
64-19B 186th Lane,FA8,1,"407,384,159","-737,858,906"
64-20 Saunders Street,FA4,2,"407,281,994","-738,604,411"
64-20 Saunders Street,FA11,9,"407,281,994","-738,604,411"
64-33 98th Street,FA11,3,"407,295,058","-738,576,384"
64-33 99th Street,FA4,2,"407,300,664","-738,553,541"
64-33 99th Street,FA11,5,"407,300,664","-738,553,541"
64-35 Yellowstone Boulevard,FA11,3,"407,314,426","-738,509,845"
64-36B 186th Lane,FA8,1,"407,375,086","-737,877,659"
64-39C 186th Lane,FA8,1,"407,375,377","-737,868,565"
64-41 Saunders Street,FA11,6,"40,728,491","-73,859,983"
64-41 Saunders Street,Mitch,1,"40,728,491","-73,859,983"
64-45 Booth Street,FA4,1,"407,278,887","-738,606,057"
64-45 Booth Street,FA11,6,"407,278,887","-738,606,057"
64-50B 188th Street,FA8,1,"407,374,878","-737,854,687"
64-68 108th Street,FA11,1,"4,073,175","-738,489,903"
64-74 Saunders Street,FA11,2,"407,277,553","-738,593,599"
64-85 Booth Street,FA4,2,"407,276,423","-738,599,625"
64-85 Booth Street,FA11,2,"407,276,423","-738,599,625"
64-85 Saunders Street,FA4,2,"40,728,066","-73,858,808"
64-85 Saunders Street,FA11,1,"40,728,066","-73,858,808"
64th Avenue,FA8,2,"407,398,503","-737,832,659"
64th Circle,FA8,1,"407,401,605","-737,802,955"
65 Bay St,FA11,34,"407,198,255","-740,354,286"
65 Bay St,Mitch,2,"407,198,255","-740,354,286"
65 Maple Street,FA2,11,"40,711,576","-740,585,289"
65 South 11th Street,Mitch,18,"407,076,939","-739,665,647"
65 West 96th Street,FA14,1,"407,929,386","-739,669,858"
65-04 Booth Street,FA4,2,"407,272,432","-738,598,706"
65-04 Booth Street,FA11,2,"407,272,432","-738,598,706"
65-20 Booth Street,FA11,3,"407,271,486","-738,595,314"
65-36 Wetherole Street,FA11,2,"40,726,202","-738,592,316"
65-38 Booth Street,FA11,1,"407,267,837","-738,587,799"
65-41 Booth Street,FA11,1,"407,271,962","-738,584,806"
65-50 Wetherole Street,FA4,1,"407,260,209","-738,588,675"
65-50 Wetherole Street,FA11,4,"407,260,209","-738,588,675"
65-60 Booth Street,FA11,3,"407,265,754","-738,581,707"
65-61 Saunders Street,FA12,1,"40,727,449","-73,857,118"
65-65 Booth Street,FA11,5,"407,268,734","-738,578,203"
